idade,estado_civil,nivel_educacao,num_dependentes,tipo_emprego,anos_emprego,renda_mensal,regiao,possui_imovel,possui_veiculo,valor_emprestimo,finalidade_emprestimo,score_credito,divida_total,inadimplencias,num_emprestimos_anteriores,historico_pagamento,tempo_conta_bancaria,num_contas_bancarias,num_cartoes_credito,aprovado
48,Casado,Medio,1,CLT,0,4100,Sudeste,0,0,39460,Veiculo,626,5663,3,2,Pessimo,10,1,1,0
22,Casado,Medio,4,Autonomo,2,3293,Sudeste,0,1,34018,Casa,460,22156,2,5,Excelente,0,3,2,0
52,Viuvo,Pos-Graduacao,1,Servidor_Publico,9,12503,Sudeste,1,1,18611,Casa,688,9493,1,2,Ruim,4,3,1,1
40,Casado,Superior,0,Autonomo,0,3422,Centro-Oeste,1,0,32517,Negocio,532,13473,0,0,Pessimo,1,1,1,0
46,Divorciado,Medio,0,CLT,0,2400,Sudeste,0,1,24790,Negocio,661,321,1,0,Bom,6,1,1,1
60,Casado,Pos-Graduacao,2,CLT,3,2982,Nordeste,0,0,12377,Pessoal,700,6444,0,4,Bom,4,2,0,1
28,Casado,Fundamental,1,CLT,1,3522,Sudeste,1,1,70290,Negocio,750,2828,0,1,Excelente,0,4,1,1
35,Casado,Medio,2,Servidor_Publico,4,2931,Sudeste,1,1,31759,Educacao,729,1669,0,1,Bom,7,2,1,1
64,Divorciado,Superior,2,Empresario,8,8161,Sudeste,1,1,6163,Veiculo,785,2431,0,3,Regular,1,3,3,1
29,Casado,Pos-Graduacao,0,CLT,0,1314,Sudeste,1,1,40836,Casa,701,8698,0,5,Regular,1,3,1,1
26,Solteiro,Medio,0,CLT,4,2894,Norte,0,1,16441,Pessoal,636,15642,1,2,Excelente,0,2,2,1
27,Solteiro,Superior,1,Autonomo,3,4776,Nordeste,1,0,21342,Pessoal,572,3260,0,0,Bom,10,2,5,1
61,Casado,Pos-Graduacao,0,CLT,0,5575,Sudeste,0,0,27080,Pessoal,608,14604,1,1,Regular,5,1,2,1
34,Solteiro,Fundamental,2,CLT,4,13563,Sul,0,1,14266,Veiculo,782,18332,0,3,Regular,3,4,2,1
55,Casado,Medio,2,CLT,1,12420,Nordeste,0,1,113826,Veiculo,600,11266,0,4,Ruim,6,3,2,1
24,Casado,Fundamental,2,CLT,3,1880,Sudeste,0,1,8146,Pessoal,619,3434,0,7,Pessimo,2,1,1,0
63,Casado,Superior,1,Desempregado,0,1564,Nordeste,1,1,28151,Negocio,767,4927,1,1,Ruim,5,1,1,0
30,Solteiro,Superior,2,Empresario,3,4988,Sudeste,1,0,36500,Negocio,596,11246,1,3,Excelente,1,1,5,1
57,Solteiro,Fundamental,3,Autonomo,1,3281,Sudeste,0,1,27804,Saude,540,3961,0,0,Bom,0,1,2,1
59,Casado,Medio,5,Empresario,8,2403,Sul,1,1,23091,Veiculo,733,15469,0,0,Excelente,4,1,4,1
26,Casado,Superior,3,CLT,0,4962,Centro-Oeste,1,1,19898,Negocio,537,2675,1,1,Bom,1,3,1,1
67,Solteiro,Superior,2,CLT,2,5644,Nordeste,1,1,14149,Veiculo,660,11860,0,6,Ruim,8,2,0,1
44,Solteiro,Superior,0,CLT,3,2970,Sudeste,1,0,13950,Negocio,642,20069,0,0,Excelente,3,3,2,1
19,Solteiro,Fundamental,2,Autonomo,6,3379,Sudeste,0,1,67970,Casa,651,9813,0,1,Bom,1,1,4,1
22,Divorciado,Medio,4,Empresario,4,3111,Norte,1,1,18894,Saude,378,3009,0,5,Excelente,5,3,2,1
46,Casado,Medio,0,CLT,5,3839,Sudeste,0,0,148115,Veiculo,698,1586,0,1,Bom,0,4,3,1
54,Casado,Superior,0,CLT,7,6801,Norte,0,1,45942,Pessoal,614,2677,0,0,Pessimo,8,2,2,1
55,Viuvo,Superior,0,Empresario,9,2574,Sul,0,1,3184,Saude,681,13192,0,2,Bom,3,1,3,1
36,Casado,Superior,2,Autonomo,1,3346,Nordeste,0,0,54535,Negocio,670,6594,0,2,Regular,10,2,1,1
25,Viuvo,Fundamental,1,Servidor_Publico,3,3867,Sudeste,1,0,25783,Casa,651,4444,0,1,Bom,0,3,1,1
65,Casado,Superior,0,Autonomo,9,4894,Sudeste,1,0,8848,Educacao,580,12061,2,5,Ruim,2,4,3,0
62,Solteiro,Superior,4,CLT,22,5799,Sul,1,1,76374,Pessoal,581,1112,0,0,Ruim,1,1,3,1
18,Casado,Superior,2,Servidor_Publico,11,16736,Nordeste,1,1,18982,Pessoal,614,6234,0,4,Excelente,0,2,0,1
39,Solteiro,Pos-Graduacao,1,Autonomo,2,6927,Sul,0,1,17734,Negocio,637,2679,0,3,Regular,18,2,0,1
69,Casado,Medio,1,CLT,1,7027,Nordeste,0,0,36321,Educacao,577,2099,0,1,Bom,7,1,2,1
34,Casado,Medio,0,Empresario,3,4188,Sudeste,1,1,67121,Veiculo,714,4843,1,3,Ruim,2,1,0,1
24,Solteiro,Medio,1,CLT,6,2730,Norte,1,0,29458,Educacao,587,96006,0,0,Bom,1,1,1,0
42,Solteiro,Superior,1,Autonomo,3,3579,Norte,1,1,27818,Saude,522,15247,2,0,Ruim,1,1,1,0
62,Casado,Medio,1,CLT,3,3209,Sudeste,0,1,15405,Casa,679,2615,1,5,Regular,0,1,2,1
21,Divorciado,Medio,3,CLT,9,6218,Nordeste,1,0,66211,Pessoal,808,27198,2,0,Bom,0,2,1,1
53,Solteiro,Superior,2,CLT,2,1824,Nordeste,1,0,29686,Veiculo,503,2193,0,0,Bom,0,3,1,1
23,Solteiro,Superior,0,CLT,9,7012,Sudeste,0,1,22463,Pessoal,607,36949,0,1,Excelente,6,3,0,1
48,Divorciado,Fundamental,1,Autonomo,2,4580,Nordeste,1,0,20341,Saude,726,3355,0,0,Pessimo,5,1,3,1
36,Casado,Pos-Graduacao,3,CLT,1,7631,Norte,0,1,61172,Negocio,676,9041,1,4,Bom,5,1,0,1
61,Viuvo,Superior,0,Empresario,3,3183,Centro-Oeste,0,0,21810,Pessoal,682,65226,0,5,Pessimo,7,1,2,0
71,Casado,Medio,0,CLT,7,2861,Sudeste,1,0,61298,Veiculo,623,5708,1,1,Ruim,1,3,1,1
56,Divorciado,Pos-Graduacao,2,Servidor_Publico,0,3850,Sudeste,1,1,18448,Negocio,354,50906,0,1,Bom,2,4,1,1
44,Solteiro,Fundamental,2,CLT,1,3795,Sudeste,1,1,47946,Pessoal,645,7539,0,1,Bom,0,1,1,1
27,Solteiro,Superior,0,CLT,15,7972,Sudeste,1,1,31750,Pessoal,657,7427,0,0,Bom,5,1,1,1
43,Divorciado,Superior,2,CLT,0,7927,Nordeste,0,0,12574,Educacao,732,3340,0,0,Pessimo,16,3,1,1
36,Divorciado,Medio,2,Empresario,4,15413,Sudeste,0,0,25094,Negocio,544,33270,0,0,Ruim,11,2,2,1
56,Casado,Superior,4,CLT,4,3650,Centro-Oeste,0,1,4663,Veiculo,788,4936,0,1,Regular,4,2,0,1
20,Divorciado,Pos-Graduacao,0,CLT,3,659,Sudeste,1,1,14835,Casa,588,54456,0,2,Regular,6,2,1,0
62,Solteiro,Medio,3,CLT,5,3844,Sudeste,1,0,7614,Casa,571,4325,1,5,Bom,29,3,0,1
30,Divorciado,Medio,0,Autonomo,1,5644,Sul,1,1,132986,Saude,547,5139,0,2,Pessimo,4,1,5,0
67,Casado,Medio,2,Desempregado,4,7545,Norte,1,1,7686,Educacao,724,22113,0,2,Pessimo,12,2,2,1
45,Casado,Medio,2,CLT,2,5896,Centro-Oeste,1,0,212911,Veiculo,510,7270,0,1,Bom,4,1,3,1
37,Casado,Fundamental,1,Autonomo,5,3649,Sudeste,1,1,40595,Educacao,683,10812,2,4,Pessimo,0,2,1,0
45,Solteiro,Medio,3,Autonomo,0,13745,Sudeste,1,1,17763,Educacao,539,2188,0,5,Pessimo,16,5,4,1
25,Casado,Pos-Graduacao,0,Desempregado,4,2643,Nordeste,1,0,51281,Saude,615,9047,3,5,Regular,0,1,2,0
58,Solteiro,Superior,1,Servidor_Publico,1,4168,Sul,0,0,16064,Casa,467,11743,0,0,Bom,7,4,1,1
56,Casado,Medio,0,CLT,1,2571,Nordeste,0,0,8711,Pessoal,698,45446,3,2,Ruim,1,3,2,0
18,Solteiro,Pos-Graduacao,2,CLT,1,4972,Sudeste,0,1,28659,Veiculo,604,5021,0,2,Pessimo,13,1,0,1
20,Casado,Superior,0,Autonomo,1,12751,Nordeste,1,1,47101,Negocio,675,11355,0,0,Bom,1,3,1,1
30,Solteiro,Medio,3,Autonomo,8,4516,Nordeste,1,0,74811,Veiculo,602,27179,1,7,Regular,0,2,2,0
45,Solteiro,Superior,3,CLT,1,4532,Sul,0,1,40062,Pessoal,672,8455,3,0,Bom,3,1,2,1
74,Solteiro,Superior,3,Servidor_Publico,13,1776,Norte,1,1,17615,Educacao,615,24008,1,0,Bom,4,1,1,1
66,Solteiro,Superior,0,Autonomo,17,4137,Norte,1,1,81554,Veiculo,694,98545,0,1,Pessimo,10,1,5,0
42,Solteiro,Medio,2,Autonomo,4,9801,Sul,1,1,68212,Pessoal,673,8346,0,1,Bom,8,3,3,1
73,Solteiro,Medio,0,Autonomo,0,4229,Nordeste,1,1,33363,Pessoal,639,30443,0,5,Ruim,2,4,2,1
50,Casado,Medio,3,Empresario,2,4061,Centro-Oeste,1,0,70871,Casa,529,13559,0,1,Bom,2,2,5,1
55,Solteiro,Fundamental,2,CLT,7,9541,Sudeste,1,0,154484,Negocio,576,19100,0,1,Excelente,5,2,2,1
70,Viuvo,Medio,1,Servidor_Publico,2,4071,Sul,0,1,17415,Pessoal,542,16399,0,2,Bom,4,3,4,1
23,Solteiro,Medio,2,CLT,0,10670,Sudeste,0,1,13098,Casa,762,23541,0,0,Excelente,11,3,3,1
61,Casado,Fundamental,0,CLT,4,2273,Sul,1,1,17014,Pessoal,698,22032,1,3,Pessimo,3,1,1,0
62,Casado,Pos-Graduacao,1,Desempregado,9,7381,Sudeste,0,1,9138,Veiculo,623,7553,0,3,Bom,13,1,1,1
49,Casado,Superior,0,Servidor_Publico,7,13197,Nordeste,1,1,43173,Pessoal,563,4647,0,1,Ruim,1,2,1,1
62,Solteiro,Medio,5,Autonomo,0,8997,Norte,1,1,7421,Negocio,541,12399,0,5,Bom,12,3,3,1
64,Solteiro,Pos-Graduacao,3,CLT,5,1603,Centro-Oeste,1,1,74014,Saude,632,1894,0,2,Regular,2,3,3,1
38,Divorciado,Pos-Graduacao,2,CLT,1,3351,Sudeste,1,0,15713,Pessoal,804,15042,0,2,Bom,9,1,2,1
33,Casado,Fundamental,4,CLT,1,4250,Sudeste,1,1,79775,Negocio,620,17083,0,5,Excelente,4,2,2,1
71,Casado,Superior,1,Autonomo,10,9008,Sudeste,0,0,3478,Negocio,740,6775,2,2,Ruim,12,1,1,1
38,Casado,Superior,4,Autonomo,1,2210,Norte,1,1,19768,Pessoal,647,8469,0,1,Ruim,1,3,5,1
28,Casado,Medio,1,CLT,1,2666,Sul,1,1,9562,Educacao,676,20168,0,0,Excelente,7,3,0,1
54,Divorciado,Fundamental,2,Autonomo,0,1876,Sul,0,0,79434,Educacao,572,17105,0,2,Ruim,11,3,0,1
53,Casado,Medio,2,Autonomo,10,2994,Nordeste,0,1,103075,Pessoal,600,20471,0,6,Regular,8,3,2,1
52,Casado,Medio,0,Desempregado,7,2319,Nordeste,1,0,4124,Pessoal,536,17623,0,1,Bom,5,2,3,0
36,Divorciado,Pos-Graduacao,1,Autonomo,4,12819,Norte,1,1,53781,Casa,650,9011,0,1,Ruim,6,1,5,1
37,Casado,Superior,0,Autonomo,6,3332,Sudeste,0,1,63256,Negocio,595,7983,0,1,Regular,1,3,2,1
74,Casado,Fundamental,5,Servidor_Publico,0,7439,Sul,0,0,34910,Pessoal,655,12361,1,2,Regular,1,3,1,1
35,Divorciado,Superior,0,Autonomo,3,4968,Sul,1,1,43067,Negocio,521,34665,1,0,Bom,1,1,4,1
64,Casado,Medio,1,CLT,2,4926,Nordeste,0,1,40653,Saude,665,10554,0,4,Regular,10,4,1,1
58,Divorciado,Medio,3,Autonomo,0,3446,Sudeste,1,1,53938,Casa,636,29886,1,4,Bom,1,1,0,1
66,Casado,Medio,0,Servidor_Publico,3,7801,Norte,1,1,11226,Pessoal,633,1061,0,1,Bom,2,1,2,1
31,Casado,Medio,1,Autonomo,12,5391,Sudeste,1,1,70290,Negocio,658,11176,0,0,Bom,15,1,2,1
32,Divorciado,Medio,2,CLT,0,5208,Norte,0,0,31808,Casa,596,8801,0,2,Regular,8,5,1,1
48,Solteiro,Superior,0,CLT,1,3442,Sudeste,1,1,30317,Pessoal,850,1531,0,0,Regular,7,1,0,1
18,Casado,Medio,3,Autonomo,1,3797,Sudeste,1,0,42332,Saude,666,1780,0,1,Excelente,3,5,0,1
70,Solteiro,Superior,0,Autonomo,1,6997,Sudeste,1,1,9734,Casa,630,12852,1,0,Regular,7,2,3,1
71,Solteiro,Fundamental,0,CLT,11,5642,Sudeste,1,0,7763,Veiculo,694,9019,1,2,Excelente,5,1,2,1
71,Casado,Superior,2,Autonomo,3,5292,Centro-Oeste,1,0,24420,Pessoal,567,17862,2,1,Pessimo,0,2,3,0
20,Casado,Pos-Graduacao,1,Servidor_Publico,3,3126,Sudeste,0,0,92487,Educacao,564,603,0,3,Ruim,5,4,5,1
33,Solteiro,Fundamental,4,Autonomo,7,15779,Sudeste,1,1,10422,Educacao,700,23609,0,3,Ruim,3,2,3,1
40,Viuvo,Superior,4,Autonomo,0,3685,Centro-Oeste,0,1,30949,Educacao,708,23784,0,7,Bom,0,1,1,1
74,Casado,Superior,1,Empresario,3,4826,Sul,1,1,15163,Negocio,739,2031,2,0,Pessimo,2,1,1,0
28,Casado,Medio,1,Servidor_Publico,2,4393,Sudeste,0,1,13618,Veiculo,477,33123,1,0,Pessimo,13,1,2,0
29,Casado,Fundamental,1,Autonomo,4,15880,Sudeste,0,1,40158,Educacao,607,48552,1,1,Regular,9,1,3,1
27,Solteiro,Superior,0,Desempregado,38,4127,Norte,0,0,49389,Negocio,652,2135,0,0,Excelente,14,1,5,1
49,Casado,Medio,1,CLT,7,3907,Sul,0,1,14327,Educacao,692,9024,0,0,Regular,7,3,1,1
33,Casado,Medio,3,CLT,2,5276,Sudeste,0,1,81617,Negocio,672,9879,0,2,Bom,6,2,4,1
25,Casado,Superior,1,CLT,8,3241,Nordeste,0,0,37722,Pessoal,534,1342,1,2,Regular,0,2,0,1
55,Solteiro,Pos-Graduacao,0,Empresario,0,5255,Sudeste,0,1,22173,Pessoal,671,5825,1,0,Pessimo,0,1,4,0
29,Solteiro,Medio,1,Servidor_Publico,0,20393,Sudeste,0,1,35525,Educacao,652,32994,0,1,Ruim,1,5,2,1
41,Divorciado,Superior,0,Servidor_Publico,1,5882,Norte,1,0,137183,Veiculo,651,3429,0,1,Bom,2,2,0,1
45,Solteiro,Pos-Graduacao,2,CLT,2,5755,Sul,1,1,49159,Veiculo,510,50446,1,0,Bom,5,3,2,0
70,Solteiro,Fundamental,1,Servidor_Publico,3,3194,Sudeste,0,0,15383,Pessoal,526,11714,0,4,Pessimo,12,2,4,1
25,Solteiro,Superior,1,CLT,4,13705,Nordeste,1,0,26503,Casa,801,3672,2,0,Excelente,13,1,1,1
45,Divorciado,Fundamental,1,Empresario,12,15731,Nordeste,1,1,29882,Casa,718,8477,0,0,Ruim,6,3,0,1
53,Casado,Superior,4,CLT,3,8197,Sudeste,0,1,45811,Negocio,613,1875,0,0,Excelente,5,3,5,1
43,Divorciado,Medio,0,CLT,3,7275,Sudeste,0,0,32586,Pessoal,615,12434,1,0,Bom,1,1,1,1
25,Divorciado,Medio,3,Desempregado,0,4269,Sudeste,0,0,122548,Veiculo,842,6685,1,4,Ruim,16,2,2,0
67,Divorciado,Superior,1,Autonomo,0,6215,Sudeste,1,1,22441,Casa,624,5291,0,0,Bom,6,1,5,1
45,Casado,Superior,4,Autonomo,4,2977,Sudeste,1,0,6741,Pessoal,608,1908,2,2,Regular,4,1,2,1
45,Casado,Medio,2,CLT,2,2500,Sudeste,0,1,31940,Veiculo,540,7473,3,1,Regular,0,3,2,0
54,Divorciado,Superior,0,Empresario,9,2013,Sul,1,0,18903,Saude,596,9948,0,2,Regular,10,4,3,1
58,Casado,Pos-Graduacao,3,CLT,0,6288,Nordeste,1,1,8076,Pessoal,451,2058,0,5,Bom,2,1,3,1
53,Solteiro,Pos-Graduacao,2,CLT,0,2149,Sudeste,0,1,15324,Veiculo,672,23887,0,3,Regular,13,2,3,1
44,Casado,Superior,0,CLT,2,3641,Sudeste,1,1,20197,Negocio,745,10699,0,0,Pessimo,1,3,0,1
71,Casado,Pos-Graduacao,0,Autonomo,1,4737,Norte,0,1,66959,Pessoal,747,3469,2,3,Bom,0,3,4,1
34,Solteiro,Pos-Graduacao,2,Desempregado,0,8930,Sudeste,1,1,8212,Negocio,549,7365,0,1,Excelente,3,2,2,1
26,Divorciado,Superior,2,Desempregado,6,3474,Norte,1,1,35590,Educacao,390,18712,0,1,Bom,0,2,2,0
50,Divorciado,Pos-Graduacao,2,Desempregado,0,9585,Sudeste,1,1,158956,Pessoal,653,31877,2,2,Bom,0,3,3,0
70,Solteiro,Superior,2,Autonomo,4,8634,Sudeste,1,1,23391,Casa,751,39614,0,5,Excelente,7,1,1,1
37,Solteiro,Superior,2,Servidor_Publico,1,2584,Norte,1,0,22847,Veiculo,459,49032,1,0,Regular,1,2,2,0
30,Solteiro,Superior,3,Autonomo,0,9640,Sudeste,0,0,47849,Negocio,582,2142,0,3,Bom,6,2,1,1
45,Casado,Fundamental,2,Autonomo,2,4145,Sul,0,1,40853,Veiculo,655,3983,3,0,Ruim,5,2,3,0
65,Casado,Fundamental,0,Empresario,8,3643,Norte,1,1,83620,Casa,535,1995,1,1,Bom,0,1,1,1
46,Casado,Superior,4,Empresario,2,4156,Sudeste,1,1,23536,Veiculo,447,24124,2,4,Pessimo,2,2,1,0
30,Divorciado,Superior,0,CLT,6,4904,Sudeste,1,0,47181,Casa,545,6816,3,1,Ruim,0,1,4,0
63,Solteiro,Superior,1,Desempregado,0,3831,Nordeste,1,1,47785,Educacao,563,28644,0,0,Regular,3,3,3,0
52,Casado,Pos-Graduacao,2,Empresario,7,2969,Nordeste,1,1,20569,Casa,431,1964,0,1,Regular,1,1,0,1
23,Casado,Medio,1,Servidor_Publico,1,3131,Sul,1,1,24558,Pessoal,727,4067,1,3,Ruim,0,3,0,1
35,Casado,Fundamental,0,Empresario,5,5342,Centro-Oeste,0,0,26663,Pessoal,775,3647,1,1,Ruim,2,3,1,1
68,Casado,Superior,0,Autonomo,4,4463,Sudeste,1,1,9994,Veiculo,622,27957,0,0,Regular,0,4,3,1
22,Casado,Fundamental,2,Servidor_Publico,13,6743,Sul,1,0,19713,Saude,692,16330,2,1,Bom,8,2,1,1
64,Solteiro,Superior,5,Autonomo,2,5071,Sul,1,1,89048,Pessoal,472,1065,0,5,Bom,1,1,5,1
42,Solteiro,Superior,2,Autonomo,0,5147,Centro-Oeste,1,1,61708,Pessoal,605,5084,2,2,Ruim,5,3,4,0
19,Casado,Superior,1,CLT,0,7014,Sudeste,0,1,16916,Casa,562,21150,0,2,Regular,10,1,4,1
27,Casado,Medio,1,Empresario,8,11514,Norte,1,1,26566,Negocio,661,24674,0,3,Pessimo,14,1,0,1
73,Solteiro,Fundamental,0,Empresario,3,11794,Sudeste,1,1,58519,Casa,350,12254,0,0,Ruim,4,4,5,1
47,Divorciado,Medio,0,Desempregado,7,10984,Norte,1,0,38358,Casa,589,9708,0,2,Bom,9,1,2,1
67,Viuvo,Superior,0,CLT,1,8285,Nordeste,1,1,51017,Casa,682,3195,0,1,Bom,3,2,2,1
62,Casado,Medio,1,CLT,2,17175,Centro-Oeste,1,0,41245,Saude,643,23628,0,0,Excelente,4,3,0,1
22,Solteiro,Superior,0,Servidor_Publico,0,6391,Sudeste,0,1,31962,Veiculo,698,2448,0,0,Bom,4,1,2,1
72,Casado,Medio,0,Empresario,16,5974,Nordeste,1,1,23559,Casa,560,1617,1,3,Bom,6,4,2,1
73,Solteiro,Superior,2,Servidor_Publico,5,18889,Sudeste,0,1,10341,Educacao,337,9973,0,0,Excelente,6,1,2,1
50,Casado,Pos-Graduacao,4,Autonomo,13,957,Sudeste,1,1,46806,Saude,729,5201,0,1,Excelente,9,2,1,1
71,Casado,Medio,4,Servidor_Publico,1,4322,Sudeste,1,1,22529,Pessoal,695,16706,2,0,Regular,5,1,2,1
18,Solteiro,Superior,2,CLT,4,10420,Sudeste,0,0,7198,Negocio,776,13154,1,0,Ruim,12,2,0,1
35,Solteiro,Medio,0,Servidor_Publico,5,8849,Sul,1,1,17386,Educacao,627,44701,0,1,Bom,7,2,0,1
49,Casado,Superior,2,CLT,1,22911,Sudeste,0,1,53200,Veiculo,661,12143,1,3,Bom,15,5,1,1
64,Casado,Medio,0,CLT,9,5242,Sudeste,0,1,5808,Casa,850,23384,3,0,Bom,8,3,3,1
66,Solteiro,Superior,2,Servidor_Publico,14,3795,Nordeste,0,1,11806,Pessoal,434,3458,2,0,Bom,8,3,2,1
28,Solteiro,Medio,3,Autonomo,10,4026,Centro-Oeste,1,1,30022,Veiculo,664,16507,1,2,Ruim,11,1,4,1
38,Solteiro,Pos-Graduacao,2,CLT,6,5948,Sudeste,0,0,82832,Veiculo,741,6145,1,2,Regular,6,3,1,1
43,Casado,Medio,5,Autonomo,1,13003,Sudeste,0,0,59872,Negocio,641,4944,0,2,Bom,1,2,1,1
42,Casado,Pos-Graduacao,2,CLT,1,13101,Nordeste,0,0,89438,Casa,626,3286,1,0,Pessimo,0,2,3,0
39,Divorciado,Fundamental,2,CLT,16,4752,Nordeste,0,1,31768,Veiculo,471,37887,1,3,Bom,2,3,1,1
44,Casado,Medio,0,CLT,0,5720,Sul,0,0,22757,Educacao,766,8047,0,1,Ruim,10,5,1,1
66,Divorciado,Superior,4,CLT,6,3405,Norte,1,1,52820,Educacao,726,3683,0,2,Regular,0,1,2,1
30,Solteiro,Pos-Graduacao,0,CLT,6,3625,Nordeste,1,0,13101,Casa,748,15963,0,0,Bom,0,3,0,1
50,Solteiro,Superior,4,CLT,4,9207,Sudeste,1,1,12309,Casa,617,5218,1,0,Excelente,0,4,1,1
51,Casado,Medio,1,CLT,23,12852,Nordeste,0,1,10677,Educacao,587,3646,0,3,Ruim,0,1,2,1
58,Solteiro,Pos-Graduacao,0,Autonomo,1,3234,Nordeste,1,0,64286,Veiculo,619,147586,0,0,Bom,9,2,2,0
52,Divorciado,Superior,3,Autonomo,2,5686,Centro-Oeste,0,0,13798,Veiculo,789,2419,2,0,Regular,1,3,2,1
18,Divorciado,Medio,0,Empresario,0,4247,Nordeste,0,1,59903,Veiculo,593,52318,0,2,Ruim,7,5,1,0
38,Solteiro,Superior,3,Empresario,2,8252,Sudeste,0,1,30295,Saude,768,3603,3,1,Regular,0,4,1,1
65,Divorciado,Superior,0,Empresario,1,3892,Nordeste,0,1,64951,Casa,605,15153,0,2,Regular,3,1,4,1
72,Solteiro,Superior,4,Autonomo,2,1547,Centro-Oeste,1,0,11111,Casa,534,7320,0,2,Bom,0,4,4,1
23,Solteiro,Superior,2,CLT,8,8975,Sudeste,1,1,16310,Veiculo,412,16922,0,1,Ruim,0,2,2,1
45,Solteiro,Pos-Graduacao,2,Autonomo,13,4096,Nordeste,1,1,38684,Educacao,677,2034,0,1,Regular,5,2,4,1
34,Casado,Superior,1,Servidor_Publico,1,4360,Nordeste,1,0,19057,Negocio,696,1800,0,5,Bom,3,3,2,1
22,Divorciado,Superior,0,Autonomo,2,6382,Norte,1,1,3660,Veiculo,504,17447,1,1,Regular,3,3,1,1
48,Solteiro,Fundamental,3,Autonomo,13,6073,Sul,1,1,8974,Negocio,767,1366,1,2,Bom,0,2,3,1
22,Divorciado,Superior,0,Servidor_Publico,0,6461,Centro-Oeste,1,0,11041,Educacao,481,2518,2,0,Regular,5,2,1,1
55,Solteiro,Pos-Graduacao,1,Empresario,0,1848,Nordeste,1,1,11715,Pessoal,690,7407,0,4,Regular,9,2,4,1
20,Viuvo,Medio,2,Desempregado,0,6862,Sudeste,1,1,46417,Educacao,695,2221,0,0,Bom,0,1,1,1
70,Divorciado,Superior,1,Empresario,4,1563,Nordeste,0,0,35229,Saude,727,2523,0,2,Bom,3,3,3,1
40,Casado,Superior,0,CLT,0,7798,Nordeste,1,1,30631,Educacao,422,5371,0,1,Ruim,2,4,1,1
54,Casado,Superior,0,Desempregado,17,9614,Sudeste,0,1,134179,Casa,726,911,1,2,Ruim,13,1,4,0
70,Solteiro,Pos-Graduacao,0,Servidor_Publico,2,2162,Sudeste,1,1,68884,Casa,605,1996,0,1,Excelente,1,3,1,1
54,Solteiro,Medio,3,Servidor_Publico,3,5985,Sul,1,1,51095,Educacao,585,30950,2,2,Regular,17,2,3,1
27,Casado,Superior,0,CLT,1,9267,Centro-Oeste,1,1,8133,Casa,702,21097,1,0,Excelente,10,1,1,1
27,Casado,Fundamental,5,Autonomo,3,3754,Sudeste,1,1,28215,Casa,716,78053,1,1,Bom,0,1,0,0
36,Casado,Pos-Graduacao,0,Autonomo,5,7362,Centro-Oeste,1,0,34165,Negocio,421,14687,1,3,Bom,3,2,1,1
34,Solteiro,Medio,0,CLT,6,924,Norte,0,1,19299,Negocio,491,29780,0,0,Bom,6,2,1,0
38,Casado,Pos-Graduacao,2,CLT,7,9498,Sudeste,0,1,105356,Casa,739,5315,1,0,Regular,5,1,2,1
31,Casado,Medio,0,Autonomo,4,5004,Sul,0,1,28028,Pessoal,667,6720,0,1,Ruim,6,3,1,1
26,Solteiro,Medio,2,Autonomo,11,4210,Nordeste,1,1,10070,Pessoal,638,12245,0,6,Bom,3,2,0,1
63,Divorciado,Medio,3,CLT,8,8869,Sudeste,0,1,12113,Veiculo,521,1219,0,0,Bom,14,5,5,1
18,Casado,Superior,0,Autonomo,7,13871,Sudeste,1,1,167020,Educacao,663,13985,0,0,Bom,1,1,3,1
68,Solteiro,Medio,3,CLT,0,6577,Centro-Oeste,1,1,19223,Pessoal,741,4342,0,2,Regular,0,3,0,1
62,Solteiro,Medio,1,Autonomo,0,12903,Centro-Oeste,1,0,5100,Pessoal,850,5135,0,0,Pessimo,22,1,1,1
30,Solteiro,Superior,0,CLT,1,1935,Sul,0,0,16655,Veiculo,584,21966,0,1,Regular,6,1,2,1
21,Solteiro,Pos-Graduacao,0,Desempregado,5,7328,Centro-Oeste,0,1,6239,Veiculo,707,1716,1,3,Ruim,6,1,1,0
18,Casado,Pos-Graduacao,4,CLT,2,4540,Sudeste,0,0,56041,Negocio,805,8562,0,0,Pessimo,10,1,1,1
66,Viuvo,Medio,0,Autonomo,2,3062,Nordeste,1,0,5631,Veiculo,475,12680,0,2,Regular,3,1,2,1
57,Divorciado,Superior,3,CLT,10,1545,Nordeste,0,0,8762,Negocio,799,4767,0,1,Excelente,2,1,1,1
49,Casado,Superior,1,CLT,11,7094,Sul,1,0,26989,Casa,640,8411,1,4,Ruim,17,1,2,1
51,Divorciado,Superior,0,CLT,11,8309,Nordeste,0,0,65349,Negocio,627,8825,0,6,Ruim,2,3,0,1
45,Viuvo,Fundamental,1,Desempregado,1,10995,Nordeste,1,0,25449,Pessoal,565,19879,0,1,Ruim,0,2,1,0
48,Solteiro,Superior,3,CLT,5,9955,Sudeste,1,0,9836,Pessoal,583,6751,0,2,Pessimo,2,2,0,1
25,Divorciado,Superior,2,Autonomo,1,3093,Sul,1,0,31133,Educacao,545,2316,2,2,Bom,12,1,1,1
56,Viuvo,Medio,1,Autonomo,1,10661,Centro-Oeste,0,0,18504,Saude,524,4546,0,1,Bom,0,1,2,1
